date, pm25, pm10, o3, so2, co
2023/8/19, 80, 17, 17, 5, 
2023/8/20, 57, 10, 16, 9, 
2023/8/21, 37, 11, 16, 5, 
2023/8/22, 42, 9, 17, 6, 
2023/8/23, 41, 15, 21, 5, 
2023/8/24, 48, 31, 20, 4, 
2023/8/25, 70, 26, 20, 6, 
2023/8/26, 69, 27, 19, 5, 
2023/8/27, 71, 31, 25, 4, 
2023/8/28, 80, 43, 14, 4, 
2023/8/29, 93, 26, 19, 5, 
2023/8/30, 65, 21, 19, 3, 
2023/8/31, 43, 31, 14, 4, 
2023/9/1, 68, 39, 11, 2, 
2023/9/2, 89, 32, 12, 3, 
2023/9/3, 97, 23, 16, 2, 
2023/9/4, 73, 27, 9, 4, 
2023/9/5, 81, 41, 4, 8, 
2023/9/6, 111, 21, 14, 3, 
2023/9/7, 71, 26, 18, 6, 
2023/9/8, 67, 34, 20, 9, 
2023/9/9, 75, 36, 10, 3, 
2023/9/10, 93, 19, 20, 8, 
2023/9/11, 64, 13, 22, 5, 
2023/9/12, 36, 29, 19, 2, 
2023/9/13, 66, 35, 17, 5, 
2023/9/14, 74, 34, 23, 5, 
2023/9/15, 73, 20, 19, 6, 
2023/9/16, 45, 19, 17, 3, 
2023/9/17, 50, 23, 19, 3, 
2023/9/18, 59, 21, 16, 4, 
2023/9/19, 66, 25, 13, 3, 
2023/9/20, 71, 43, 14, 2, 
2023/9/21, 100, 42, 18, 3, 
2023/9/22, 93, 32, 14, 5, 
2023/9/23, 75, 27, 22, 4, 
2023/9/24, 63, 21, 22, 3, 
2023/9/25, 53, 22, 24, 3, 
2023/9/26, 41, 13, 22, 2, 
2023/9/27, 31, 22, 24, 4, 
2023/9/28, 44, 22, 23, 3, 
2023/9/29, 49, 36, 27, 2, 
2023/9/30, 62, 37, 31, 4, 
2023/10/1, 64, 19, 16, 3, 
2023/4/2, 53, 32, 31, 2, 
2023/4/3, 49, 43, 24, 2, 
2023/4/4, 50, 57, 33, , 
2023/4/5, 66, 48, 33, , 
2023/4/6, 57, 46, 35, 2, 
2023/4/7, 52, 36, 34, 2, 
2023/4/8, 53, 36, 38, 2, 
2023/4/9, 55, 37, 45, 2, 
2023/4/10, 59, 45, 39, 2, 
2023/4/11, 63, 37, 31, 2, 
2023/4/12, 47, 45, 16, 2, 
2023/4/13, 54, 35, 16, 2, 
2023/4/14, 53, 47, 13, 2, 
2023/4/15, 83, 46, 26, 3, 
2023/4/16, 86, 39, 25, 2, 
2023/4/17, 69, 44, 21, 2, 
2023/4/18, 61, 52, 18, 3, 
2023/4/19, 67, 74, 23, 3, 
2023/4/20, 124, 56, 27, 2, 
2023/4/21, 64, 29, 13, 2, 
2023/4/22, 39, 37, 18, 2, 
2023/4/23, 73, 37, 23, 2, 
2023/4/24, 83, 53, 18, 2, 
2023/4/25, 74, 51, 24, 2, 
2023/4/26, 103, 88, 19, 2, 
2023/4/27, 170, 69, 27, 2, 
2023/4/28, 150, 54, 21, 4, 
2023/4/29, 99, 12, 13, 2, 
2023/4/30, 36, 15, 19, 4, 
2023/5/1, 36, 20, 16, 3, 
2023/5/2, 54, 31, 11, 2, 
2023/5/3, 77, 33, 13, 2, 
2023/5/4, 88, 43, 21, 2, 
2023/5/5, 107, 56, 17, 2, 
2023/5/6, 132, 52, 18, 2, 
2023/5/7, 139, 40, 20, 2, 
2023/5/8, 117, 42, 13, 2, 
2023/5/9, 108, 54, 30, 4, 
2023/5/10, 133, 58, 18, 4, 
2023/5/11, 138, 58, 23, 2, 
2023/5/12, 141, 48, 21, 2, 
2023/5/13, 109, 46, 18, 4, 
2023/5/14, 101, 37, 23, 2, 
2023/5/15, 93, 45, 17, 3, 
2023/5/16, 99, 38, 20, 2, 
2023/5/17, 94, 36, 15, 3, 
2023/5/18, 79, 33, 11, 5, 
2023/5/19, 83, 48, 11, 3, 
2023/5/20, 132, 55, 21, 2, 
2023/5/21, 130, 32, 22, 5, 
2023/5/22, 86, 24, 23, 3, 
2023/5/23, 62, 23, 8, 4, 
2023/5/24, 56, 40, 8, 9, 
2023/5/25, 90, 41, 7, 7, 
2023/5/26, 93, 48, 11, 3, 
2023/5/27, 122, 26, 7, 4, 
2023/5/28, 80, 43, 12, 4, 
2023/5/29, 117, 43, 9, 3, 
2023/5/30, 115, 66, 12, 3, 
2023/5/31, 157, 62, 15, 3, 
2023/6/1, 131, 51, 17, , 
2023/6/2, 125, 35, 10, , 
2023/6/3, 93, 32, 12, , 
2023/6/4, 88, 22, 8, , 
2023/6/5, 70, 31, 9, , 
2023/6/6, 79, 52, 6, , 
2023/6/7, 123, 59, 10, , 
2023/6/8, 139, 36, 12, , 
2023/6/9, 93, 20, 16, , 
2023/6/10, 51, 21, 18, , 
2023/6/11, 55, 25, 14, , 
2023/6/12, 73, 38, 12, , 
2023/6/13, 99, 54, 15, , 
2023/6/14, 136, 66, 19, , 
2023/6/15, 156, 46, 17, , 
2023/6/16, 116, 35, 5, , 
2023/6/17, 106, 35, 7, , 
2023/6/18, 103, 64, 13, , 
2023/6/19, 160, 62, 12, , 
2023/6/20, 147, 70, 7, , 
2023/6/21, 147, 55, 12, , 
2023/6/22, 117, , 18, , 
2023/6/23, 47, 11, 10, , 
2023/6/24, 33, 13, 12, , 
2023/6/25, 42, 21, 7, , 
2023/6/26, 61, 29, 9, , 
2023/6/27, 66, 30, 15, , 
2023/6/28, 71, 43, 6, , 
2023/6/29, 86, 58, 8, 1, 
2023/6/30, 113, 54, 12, 2, 
2023/7/1, 112, 53, 15, 2, 
2023/1/3, 29, 28, 32, 1, 4
2023/1/4, 23, 39, 41, 1, 4
2023/1/5, 35, 33, 30, 1, 
2023/1/6, 40, 27, 31, 1, 
2023/1/7, 34, 28, 33, 1, 
2023/1/8, 43, 22, 32, 1, 
2023/1/9, 19, 23, 26, 1, 
2023/1/10, 17, 24, 32, 1, 
2023/1/11, 25, 36, 34, 1, 
2023/1/12, 28, 39, 37, 1, 
2023/1/13, 39, 33, 39, 1, 
2023/1/14, 27, 29, 28, 2, 
2023/1/15, 26, 30, 40, 1, 
2023/1/16, 38, 35, 33, 1, 
2023/1/17, 42, 34, 29, 1, 
2023/1/18, 38, 36, 39, 1, 
2023/1/19, 42, 33, 26, 1, 3
2023/1/20, 41, 31, 37, 1, 3
2023/1/21, 37, 35, 43, 1, 3
2023/1/22, 40, 29, 34, 1, 4
2023/1/23, 31, 34, 35, 1, 3
2023/1/24, 36, 24, 31, 1, 3
2023/1/25, 27, 28, 40, 1, 3
2023/1/26, 28, 31, 34, 1, 3
2023/1/27, 25, 31, 38, 1, 3
2023/1/28, 23, 36, 42, 1, 3
2023/1/29, 37, 35, 40, 1, 3
2023/1/30, 39, 27, 39, 1, 3
2023/1/31, 22, 34, 34, 1, 3
2023/2/1, 36, 36, 42, 1, 3
2023/2/2, 31, 48, 47, 1, 3
2023/2/3, 53, 56, 47, 1, 4
2023/2/4, 68, 36, 34, 1, 3
2023/2/5, 44, 57, 47, 1, 3
2023/2/6, 106, 82, 81, 1, 4
2023/2/7, 150, 90, 72, 1, 
2023/2/8, 172, 107, 100, 2, 
2023/2/9, 185, 111, 88, 2, 
2023/2/10, 197, 85, 57, 2, 
2023/2/11, 152, 75, 66, 2, 
2023/2/12, 146, 63, 48, 2, 
2023/2/13, 119, 27, 34, 2, 
2023/2/14, 33, 36, 34, 2, 
2023/2/15, 33, 39, 33, 1, 
2023/2/16, 44, 38, 36, 1, 
2023/2/17, 40, 50, 46, 2, 
2023/2/18, 47, 43, 36, 1, 
2023/2/19, 39, 31, 32, 2, 
2023/2/20, 36, 48, 58, 2, 
2023/2/21, 71, 61, 72, 2, 
2023/2/22, 105, 48, 43, 2, 
2023/2/23, 68, 44, 57, 2, 
2023/2/24, 53, 38, 32, 2, 
2023/2/25, 50, 32, 36, 1, 
2023/2/26, 41, 30, 30, 2, 
2023/2/27, 35, 47, 46, 2, 
2023/2/28, 44, 47, 44, 1, 
2023/3/1, 39, 47, 37, 1, 
2023/3/2, 17, 44, 40, 1, 
2023/3/3, 17, 29, 36, 1, 
2023/3/4, 33, 1, 36, 1, 
2023/3/5, 32, 2, 43, 1, 
2023/3/6, 62, 14, 26, 1, 
2023/3/7, 48, 33, 38, 2, 
2023/3/8, 30, 26, 28, 1, 
2023/3/9, 18, 38, 31, 2, 
2023/3/10, 31, 40, 29, , 
2023/3/11, 39, 31, 23, , 
2023/3/12, 45, 24, 25, , 
2023/3/13, 35, 32, 21, , 
2023/3/14, 38, 32, 31, , 
2023/3/15, 36, 29, 30, , 
2023/3/16, 27, 33, 34, , 
2023/3/17, 29, 29, 33, 2, 
2023/3/18, 24, 30, 33, 2, 
2023/3/19, 32, 25, 27, 2, 
2023/3/20, 28, 37, 32, 2, 
2023/3/21, 38, 45, 39, 2, 
2023/3/22, 49, 50, 48, 2, 
2023/3/23, 58, 56, 54, 2, 
2023/3/24, 75, 55, 50, 2, 
2023/3/25, 70, 52, 35, 2, 
2023/3/26, 77, 47, 43, 2, 
2023/3/27, 66, 50, 37, 2, 
2023/3/28, 72, 43, 34, 3, 
2023/3/29, 54, 32, 22, 2, 
2023/3/30, 37, 46, 31, 2, 
2023/3/31, 47, 51, 25, 2, 
2023/4/1, 55, 48, 34, 2, 
2022/10/2, 73, 22, 29, 6, 3
2022/10/3, 54, 17, 11, 2, 5
2022/10/4, 46, 26, 14, 2, 2
2022/10/5, 49, 30, 26, 1, 2
2022/10/6, 60, 26, 27, 1, 3
2022/10/7, 33, 33, 23, 7, 4
2022/10/8, 44, 16, 22, 1, 3
2022/10/9, 24, 20, 22, 8, 
2022/10/10, 33, 24, 23, 1, 
2022/10/11, 37, 30, 26, 2, 
2022/10/12, 47, 35, 24, 1, 7
2022/10/13, 47, 29, 30, 4, 3
2022/10/14, 34, 35, 29, 10, 4
2022/10/15, 41, 36, 39, 1, 3
2022/10/16, 47, 27, 34, 4, 3
2022/10/17, 39, 20, 20, 9, 3
2022/10/18, 25, 23, 26, 1, 3
2022/10/19, 19, 28, 24, 1, 7
2022/10/20, 26, 30, 32, , 3
2022/10/21, 45, 30, 27, 1, 3
2022/10/22, 37, 36, 38, 1, 4
2022/10/23, 35, 24, 33, 2, 
2022/10/24, 34, 28, 34, 3, 2
2022/10/25, 27, 24, 21, 1, 7
2022/10/26, 24, 24, 31, 8, 2
2022/10/27, 21, 31, 34, 5, 3
2022/10/28, 33, 32, 28, 8, 3
2022/10/29, 35, 32, 24, 5, 2
2022/10/30, 39, 26, 26, 1, 1
2022/10/31, 26, 42, 32, 10, 2
2022/11/1, 40, 37, 42, 1, 2
2022/11/2, 51, 43, 40, 6, 2
2022/11/3, 54, 41, 32, 1, 7
2022/11/4, 48, 35, 26, 1, 3
2022/11/5, 51, 32, 32, 1, 2
2022/11/6, 51, 28, 39, 1, 3
2022/11/7, 45, 40, 39, 1, 3
2022/11/8, 53, 29, 21, 1, 2
2022/11/9, 43, 18, 20, 1, 2
2022/11/10, 18, 18, 24, 1, 3
2022/11/11, 25, 19, 20, 1, 2
2022/11/12, 22, 13, 19, 1, 2
2022/11/13, 20, 12, 24, 1, 2
2022/11/14, 21, 20, 32, 1, 1
2022/11/15, 17, 27, 30, 1, 1
2022/11/16, 27, 31, 34, 1, 2
2022/11/17, 33, 32, 39, 1, 1
2022/11/18, 39, 31, 36, 1, 1
2022/11/19, 33, 26, 30, 1, 1
2022/11/20, 32, 20, 27, 3, 1
2022/11/21, 24, 31, 32, 1, 6
2022/11/22, 33, 38, 39, 1, 
2022/11/23, 42, 38, 31, 1, 
2022/11/24, 34, 33, 29, 2, 
2022/11/25, 38, 39, 41, 2, 
2022/11/26, 43, 37, 44, 1, 
2022/11/27, 47, 29, 26, 1, 
2022/11/28, 40, 31, 27, 1, 
2022/11/29, 36, 25, 24, 1, 
2022/11/30, 23, 25, 25, 1, 
2022/12/1, 37, 31, 34, 2, 2
2022/12/2, 26, 35, 43, 1, 2
2022/12/3, 33, 33, 43, 10, 3
2022/12/4, 35, 18, 30, 22, 3
2022/12/5, 20, 30, 36, 2, 7
2022/12/6, 24, 32, 36, 1, 3
2022/12/7, 30, 67, 42, 1, 3
2022/12/8, 87, 23, 27, 1, 4
2022/12/9, 34, 18, 23, 1, 
2022/12/10, 13, 25, 33, 1, 
2022/12/11, 21, 28, 34, 1, 
2022/12/12, 26, 31, 34, 1, 
2022/12/13, 20, 33, 42, 1, 5
2022/12/14, 29, 33, 39, 1, 4
2022/12/15, 41, 32, 41, 1, 4
2022/12/16, 23, 43, 39, 1, 4
2022/12/17, 44, 36, 28, 1, 4
2022/12/18, 52, 28, 35, 1, 4
2022/12/19, 40, 25, 27, 1, 7
2022/12/20, 19, 25, 31, 1, 5
2022/12/21, 22, 27, 33, 1, 5
2022/12/22, 21, 24, 28, 2, 4
2022/12/23, 18, 29, 26, 3, 4
2022/12/24, 28, 31, 34, 2, 4
2022/12/25, 33, 35, 33, 1, 5
2022/12/26, 58, 30, 26, 1, 4
2022/12/27, 40, 37, 36, 1, 7
2022/12/28, 46, 41, 37, 1, 4
2022/12/29, 45, 44, 43, 1, 4
2022/12/30, 43, 45, 36, 1, 5
2022/12/31, 64, 27, 18, 1, 4
2023/1/1, 49, 21, 33, 3, 4
2023/1/2, 40, 21, 29, 2, 4
2022/7/2, 34, 49, 13, 4, 
2022/7/3, 120, 74, 7, 4, 
2022/7/4, 163, 71, 10, 4, 3
2022/7/5, 149, 51, 11, 6, 4
2022/7/6, 117, 31, 13, 10, 6
2022/7/7, 83, 36, 10, 13, 13
2022/7/8, 87, 49, 10, 5, 9
2022/7/9, 113, 21, 17, 2, 2
2022/7/10, 58, 17, 17, 4, 3
2022/7/11, 59, 45, 13, 2, 7
2022/7/12, 105, 66, 8, 5, 8
2022/7/13, 133, 53, 14, 2, 7
2022/7/14, 125, 9, 18, 5, 1
2022/7/15, 31, 33, 8, 2, 
2022/7/16, 97, 39, 16, 2, 
2022/7/17, 96, 60, 8, 2, 
2022/7/18, 144, 29, 5, 4, 
2022/7/19, 82, 21, 5, 2, 
2022/7/20, 64, 28, 10, 6, 
2022/7/21, 79, 35, 6, 2, 
2022/7/22, 94, 42, 22, 6, 
2022/7/23, 100, 51, 10, 2, 
2022/7/24, 116, 40, 7, 2, 
2022/7/25, 113, 39, 9, 6, 
2022/7/26, 99, 62, 10, 5, 
2022/7/27, 133, 54, 8, 2, 
2022/7/28, 114, 32, 12, 3, 
2022/7/29, 76, 43, 6, 2, 
2022/7/30, 102, 53, 12, 2, 5
2022/7/31, 135, 60, 18, 2, 4
2022/8/1, 138, 45, 8, 2, 4
2022/8/2, 109, 39, 12, 2, 2
2022/8/3, 97, 48, 13, 2, 17
2022/8/4, 120, 42, 19, 5, 5
2022/8/5, 110, 52, 17, 7, 6
2022/8/6, 114, 32, 16, 3, 6
2022/8/7, 92, 23, 19, 7, 3
2022/8/8, 55, 33, 11, 2, 
2022/8/9, 81, 39, 8, 3, 
2022/8/10, 93, 58, 21, 8, 
2022/8/11, 126, 49, 14, 4, 6
2022/8/12, 108, 38, 20, 5, 4
2022/8/13, 83, 48, 20, 5, 5
2022/8/14, 116, 38, 18, 7, 5
2022/8/15, 102, 19, 19, 3, 2
2022/8/16, 52, 24, 13, 5, 5
2022/8/17, 69, 19, 17, 3, 4
2022/8/18, 53, 24, 17, 5, 8
2022/8/19, 54, 28, 8, 6, 10
2022/8/20, 71, 32, 9, 4, 11
2022/8/21, 84, 36, 16, 6, 10
2022/8/22, 93, 26, 7, 12, 4
2022/8/23, 81, 35, 13, 8, 3
2022/8/24, 95, 44, 4, 12, 6
2022/8/25, 106, 38, 5, 2, 7
2022/8/26, 102, 38, 6, 2, 7
2022/8/27, 91, 37, 17, 3, 4
2022/8/28, 86, 29, 14, 6, 7
2022/8/29, 67, 46, 22, 8, 
2022/8/30, 97, 35, 12, 3, 3
2022/8/31, 93, 41, 11, 1, 2
2022/9/1, 100, 41, 17, 1, 2
2022/9/2, 97, 50, 13, , 4
2022/9/3, 104, 52, 21, , 5
2022/9/4, 102, 42, 20, 1, 5
2022/9/5, 89, 47, 23, 1, 5
2022/9/6, 78, 49, 21, 1, 
2022/9/7, 89, 21, 19, 1, 
2022/9/8, 43, 17, 19, 1, 
2022/9/9, 42, 33, 16, 5, 
2022/9/10, 76, 27, 24, 1, 
2022/9/11, 66, 25, 17, 1, 
2022/9/12, 69, 26, 20, 5, 
2022/9/13, 67, 33, 23, 1, 3
2022/9/14, 75, 44, 21, 6, 4
2022/9/15, 88, 49, 3, 4, 4
2022/9/16, 91, 29, , 1, 5
2022/9/17, 80, 31, , 1, 5
2022/9/18, 78, 19, , 6, 2
2022/9/19, 58, 28, , 4, 2
2022/9/20, 76, 21, , 1, 3
2022/9/21, 53, 23, , 7, 2
2022/9/22, 52, 22, , 10, 2
2022/9/23, 50, 33, , 1, 4
2022/9/24, 76, 31, , 5, 3
2022/9/25, 78, 16, , 4, 1
2022/9/26, 40, 22, 17, 4, 
2022/9/27, 47, 31, 38, 2, 
2022/9/28, 58, 38, 25, 4, 1
2022/9/29, 59, 30, 12, 6, 2
2022/9/30, 69, 36, 26, 2, 3
2022/10/1, 72, 39, 30, 1, 3
2022/4/2, 84, 45, 33, 1, 
2022/4/3, 75, 19, 17, 1, 
2022/4/4, 19, 36, 14, 2, 1
2022/4/5, 35, 48, 23, 1, 1
2022/4/6, 58, 52, 26, 2, 1
2022/4/7, 47, 52, 26, 3, 
2022/4/8, 54, 39, 25, 1, 
2022/4/9, 42, 26, 13, 1, 1
2022/4/10, 41, 20, 15, 1, 
2022/4/11, 26, 28, 15, 1, 
2022/4/12, 28, 42, 16, 1, 
2022/4/13, 44, 48, 17, 1, 1
2022/4/14, 48, 57, 28, 1, 1
2022/4/15, 60, 30, 16, 1, 3
2022/4/16, 53, 36, 27, 1, 1
2022/4/17, 70, 42, 29, 1, 
2022/4/18, 74, 43, 21, 1, 
2022/4/19, 79, 53, 25, 1, 
2022/4/20, 83, 31, 10, 1, 
2022/4/21, 49, 53, 3, 2, 
2022/4/22, 96, 26, 10, 1, 4
2022/4/23, 60, 41, 8, 1, 3
2022/4/24, 92, 32, 9, 1, 4
2022/4/25, 63, 7, 9, 1, 1
2022/4/26, 10, 9, 11, 1, 1
2022/4/27, 24, 17, 3, 1, 4
2022/4/28, 44, 37, 2, 2, 6
2022/4/29, 73, 27, 4, 1, 7
2022/4/30, 61, 32, 14, 1, 6
2022/5/1, 75, 25, 10, 1, 5
2022/5/2, 69, 32, 5, 1, 5
2022/5/3, 80, 39, 10, 1, 7
2022/5/4, 88, 43, 15, 2, 6
2022/5/5, 99, 34, 9, 1, 
2022/5/6, 95, 44, 9, 1, 
2022/5/7, 104, 51, 11, 1, 5
2022/5/8, 132, 40, 12, 1, 3
2022/5/9, 106, 38, 13, 6, 4
2022/5/10, 92, 40, 5, 3, 5
2022/5/11, 99, 52, 4, 1, 7
2022/5/12, 122, 67, 2, 1, 7
2022/5/13, 157, 27, 2, 1, 12
2022/5/14, 74, 35, 2, 1, 12
2022/5/15, 86, 47, 14, 1, 9
2022/5/16, 114, 66, 10, 1, 6
2022/5/17, 141, 52, 8, 2, 11
2022/5/18, 139, 47, 5, 2, 11
2022/5/19, 122, 64, 15, 1, 9
2022/5/20, 140, 41, 6, 2, 6
2022/5/21, 100, 24, 7, 2, 3
2022/5/22, 64, 50, 4, 3, 8
2022/5/23, 124, 31, 5, 3, 5
2022/5/24, 90, 35, 3, 2, 6
2022/5/25, 89, 23, 2, 4, 4
2022/5/26, 65, 21, 1, 1, 2
2022/5/27, 64, 24, , 1, 6
2022/5/28, 72, 24, , 1, 8
2022/5/29, 74, 25, 5, 1, 4
2022/5/30, 78, 37, 4, 5, 
2022/5/31, 105, 55, 10, 1, 
2022/6/1, 137, 74, 16, 1, 
2022/6/2, 159, 55, 12, 1, 
2022/6/3, 128, 30, 9, 4, 
2022/6/4, 78, 21, 10, 5, 
2022/6/5, 57, 33, 12, 2, 
2022/6/6, 86, 49, 10, 2, 
2022/6/7, 104, 42, 8, 2, 
2022/6/8, 96, 58, 9, 1, 
2022/6/9, 129, 26, 8, 2, 
2022/6/10, 67, 37, 3, 3, 
2022/6/11, 91, 80, 15, 2, 
2022/6/12, 169, 39, 8, 4, 
2022/6/13, 115, 42, 4, 5, 
2022/6/14, 115, 54, 12, 3, 
2022/6/15, 135, 75, 10, 1, 
2022/6/16, 158, 42, 4, 1, 
2022/6/17, 108, 27, 7, 1, 
2022/6/18, 78, 44, 5, 4, 
2022/6/19, 116, 43, 4, 2, 
2022/6/20, 121, 88, 5, 1, 
2022/6/21, 184, 75, 11, 1, 
2022/6/22, 170, 64, 8, 1, 
2022/6/23, 146, 31, 14, 2, 
2022/6/24, 82, 55, 5, 2, 
2022/6/25, 123, 52, 6, 2, 
2022/6/26, 114, 57, 12, 2, 
2022/6/27, 133, 47, 15, 2, 
2022/6/28, 116, 48, 8, 2, 
2022/6/29, 115, 59, 1, 3, 
2022/6/30, 138, 28, 5, 2, 
2022/7/1, 75, 10, 15, 2, 
2022/1/4, 16, 21, 18, 1, 
2022/1/5, 17, 35, 30, 1, 1
2022/1/6, 32, 33, 26, 1, 1
2022/1/7, 35, 39, 35, 1, 1
2022/1/8, 36, 28, 20, 1, 1
2022/1/9, 24, 19, 21, 1, 
2022/1/10, 29, 31, 25, 1, 
2022/1/11, 27, 32, 27, 1, 
2022/1/12, 29, 32, 24, 1, 
2022/1/13, 28, 29, 22, 1, 
2022/1/14, 25, 32, 29, 1, 
2022/1/15, 24, 31, 21, 1, 
2022/1/16, 34, 32, 13, 1, 
2022/1/17, 31, 20, 17, 1, 
2022/1/18, 13, 30, 22, 1, 
2022/1/19, 18, 34, 24, 1, 
2022/1/20, 24, 33, 25, 1, 
2022/1/21, 29, 34, 28, 1, 
2022/1/22, 28, 23, 19, 1, 
2022/1/23, 13, 23, 22, 1, 
2022/1/24, 23, 27, 24, 1, 
2022/1/25, 19, 35, 24, 1, 4
2022/1/26, 25, 34, 24, 1, 
2022/1/27, 35, 31, 21, 1, 
2022/1/28, 26, 28, 22, 1, 
2022/1/29, 31, 32, 21, 1, 
2022/1/30, 42, 26, 25, 1, 
2022/1/31, 36, 32, 25, 1, 
2022/2/1, 31, 33, 21, 1, 
2022/2/2, 24, 32, 21, 1, 
2022/2/3, 30, 29, 19, 1, 
2022/2/4, 22, 26, 25, 1, 5
2022/2/5, 26, 32, 25, 2, 
2022/2/6, 30, 32, 30, 1, 
2022/2/7, 27, 36, 24, 1, 
2022/2/8, 40, 37, 29, 1, 1
2022/2/9, 36, 46, 31, 1, 1
2022/2/10, 60, 39, 20, 1, 
2022/2/11, 54, 51, 34, 1, 1
2022/2/12, 83, 60, 48, 1, 1
2022/2/13, 90, 44, 27, 1, 1
2022/2/14, 63, 47, 30, 1, 
2022/2/15, 57, 39, 24, 1, 
2022/2/16, 44, 37, 31, 1, 
2022/2/17, 40, 51, 38, 1, 1
2022/2/18, 67, 52, 39, 1, 1
2022/2/19, 69, 41, 36, 1, 1
2022/2/20, 48, 21, 19, 1, 
2022/2/21, 17, 34, 30, 1, 10
2022/2/22, 32, 26, 17, 1, 
2022/2/23, 19, 42, 13, 1, 
2022/2/24, 27, 27, 21, 3, 
2022/2/25, 28, 32, 30, 1, 
2022/2/26, 37, 22, 23, 1, 
2022/2/27, 20, 19, 18, 1, 
2022/2/28, 23, 40, 27, 1, 
2022/3/1, 24, 52, 27, 1, 
2022/3/2, 28, 36, 25, 1, 
2022/3/3, 31, 33, 23, 1, 
2022/3/4, 29, 37, 23, 1, 
2022/3/5, 52, 36, 25, 1, 
2022/3/6, 38, 36, 20, 1, 
2022/3/7, 39, 15, 22, 1, 
2022/3/8, 34, 3, 20, 1, 
2022/3/9, 39, 3, 18, 1, 
2022/3/10, 30, 23, 26, 1, 
2022/3/11, 44, 46, 31, 1, 
2022/3/12, 55, 37, 24, 1, 
2022/3/13, 60, 40, 33, 1, 
2022/3/14, 66, 48, 34, 2, 
2022/3/15, 68, 45, 25, 1, 
2022/3/16, 63, 28, 19, 1, 
2022/3/17, 55, 35, 17, 1, 
2022/3/18, 46, 46, 25, 2, 
2022/3/19, 56, 48, 31, 1, 
2022/3/20, 63, 40, 28, 1, 1
2022/3/21, 60, 31, 18, 1, 1
2022/3/22, 32, 35, 23, 1, 
2022/3/23, 39, 36, 17, 1, 
2022/3/24, 30, 33, 16, 1, 
2022/3/25, 33, 46, 30, 1, 2
2022/3/26, 63, 41, 23, 1, 
2022/3/27, 61, 24, 20, 1, 
2022/3/28, 41, 38, 25, 1, 
2022/3/29, 48, 39, 18, 1, 1
2022/3/30, 24, 36, 14, 1, 
