date, pm25, pm10, so2
2021/5/22, 16, , 
2021/5/23, 16, , 
2021/5/24, 23, , 
2021/5/25, 69, , 
2021/5/26, 84, , 
2021/5/27, 100, , 
2021/5/28, 88, , 
2021/5/29, 78, , 
2021/5/30, 62, , 
2021/5/31, 74, , 
2021/6/1, 83, , 
2021/6/2, 76, , 
2021/6/3, 55, , 
2021/6/4, 55, , 
2021/6/5, 45, , 
2021/6/6, 55, , 
2021/6/7, 52, , 
2021/6/8, 69, , 
2021/6/9, 89, , 
2021/6/10, 66, , 
2021/6/11, 51, , 
2021/6/12, 66, , 
2021/6/13, 64, , 
2021/6/14, 62, , 
2021/6/15, 71, , 
2021/6/16, 67, , 
2021/6/17, 64, , 
2021/6/18, 54, , 
2021/6/19, 49, , 
2021/6/20, 65, , 
2021/6/21, 57, , 
2021/6/22, 63, , 
2021/6/23, 62, , 
2021/6/24, 71, , 
2021/6/25, 63, , 
2021/6/26, 59, , 
2021/6/27, 64, , 
2021/6/28, 78, , 
2021/6/29, 94, , 
2021/6/30, 88, , 
2021/7/1, 80, , 
2021/1/5, 38, , 
2021/1/6, 43, , 
2021/1/7, 45, , 
2021/1/8, 45, , 
2021/1/9, 42, , 
2021/1/10, 41, , 
2021/1/11, 40, , 
2021/1/12, 34, , 
2021/1/13, 46, , 
2021/1/14, 48, , 
2021/1/15, 48, , 
2021/1/16, 46, , 
2021/1/17, 48, , 
2021/1/18, 56, , 
2021/1/19, 52, , 
2021/1/20, 44, , 
2021/1/21, 44, , 
2021/1/22, 40, , 
2021/1/23, 33, , 
2021/1/24, 27, , 
2021/1/25, 25, , 
2021/1/26, 25, , 
2021/1/27, 27, , 
2021/1/28, 44, , 
2021/1/29, 53, , 
2021/1/30, 43, , 
2021/1/31, 24, , 
2021/2/1, 15, , 
2021/2/2, 19, , 
2021/2/3, 29, , 
2021/2/4, 41, , 
2021/2/5, 38, , 
2021/2/6, 32, , 
2021/2/7, 33, , 
2021/2/8, 31, , 
2021/2/9, 29, , 
2021/2/10, 37, , 
2021/2/11, 40, , 
2021/2/12, 25, , 
2021/2/13, 31, , 
2021/2/14, 30, , 
2021/2/15, 34, , 
2021/2/16, 30, , 
2021/2/17, 32, , 
2021/2/18, 34, , 
2021/2/19, 31, , 
2021/2/20, 35, , 
2021/2/21, 37, , 
2021/2/22, 40, , 
2021/2/23, 36, , 
2021/2/24, 43, , 
2021/2/25, 47, , 
2021/2/26, 42, , 
2021/2/27, 34, , 
2021/2/28, 29, , 
2021/3/1, 34, , 
2021/3/2, 39, , 
2021/3/3, 37, , 
2021/3/4, 28, , 
2021/3/5, 20, , 
2021/3/6, 21, , 
2021/3/7, 21, , 
2021/3/8, 22, , 
2021/3/9, 33, , 
2021/3/10, 28, , 
2021/3/11, 32, , 
2021/3/12, 36, , 
2021/3/13, 35, , 
2021/3/14, 31, , 
2021/3/15, 26, , 
2021/3/16, 25, , 
2021/3/17, 25, , 
2021/3/18, 33, , 
2021/3/19, 34, , 
2021/3/20, 28, , 
2021/3/21, 28, , 
2021/3/22, 25, , 
2021/3/23, 30, , 
2021/3/24, 44, , 
2021/3/25, 45, , 
2021/3/26, 49, , 
2021/3/27, 56, , 
2021/3/28, 60, , 
2021/3/29, 59, , 
2021/3/30, 54, , 
2021/3/31, 52, , 
2021/4/1, 49, , 
2020/10/2, 43, , 
2020/10/3, 49, , 
2020/10/4, 44, , 
2020/10/5, 36, , 
2020/10/6, 46, , 
2020/10/7, 51, , 
2020/10/8, 55, , 
2020/10/9, 62, , 
2020/10/10, 62, , 
2020/10/11, 56, , 
2020/10/12, 53, , 
2020/10/13, 36, , 
2020/10/14, 38, , 
2020/10/15, 30, , 
2020/10/16, 31, , 
2020/10/17, 27, , 
2020/10/18, 36, , 
2020/10/19, 49, , 
2020/10/20, 53, , 
2020/10/21, 53, , 
2020/10/22, 52, , 
2020/10/23, 43, , 
2020/10/24, 34, , 
2020/10/25, 32, , 
2020/10/26, 34, , 
2020/10/27, 44, , 
2020/10/28, 40, , 
2020/10/29, 44, , 
2020/10/30, 63, , 
2020/10/31, 52, , 
2020/11/1, 46, , 
2020/11/2, 40, , 
2020/11/3, 33, , 
2020/11/4, 39, , 
2020/11/5, 31, , 
